ticker,m_max_macd,m_min_macd,w_max_macd,w_min_macd,d_max_macd,d_min_macd,m_last_macd,w_last_macd,d_last_macd,daily_overbought_score,weekly_overbought_score,monthly_overbought_score,total_overbought_score
CTVA,7.2205,-0.1498,4.1987,-2.6393,2.179,-1.7958,5.0458,4.1987,1.626,74.62,100.0,69.88,81.5
TRMB,12.599,-4.1811,6.6232,-4.672,3.2763,-5.1738,4.4661,2.6533,2.4441,74.6,40.06,35.45,50.04
MGM,12.8415,-13.568,4.1703,-4.6032,1.9679,-5.5696,-1.5203,0.2752,1.4609,74.24,6.6,-11.84,23.0
SEZL,30.2863,-0.0839,31.4294,-0.1497,19.2837,-3.8933,30.2863,31.4283,14.0737,72.98,100.0,100.0,90.99
TFC,4.1101,-4.2874,3.7461,-4.1021,2.0952,-5.0151,1.7698,0.4242,1.5178,72.44,11.32,43.06,42.28
ADI,18.9299,-2.4325,12.4267,-8.6552,9.2519,-11.3658,13.4012,7.5648,6.6939,72.35,60.88,70.79,68.01
ANET,18.674,-0.0873,9.6479,-6.9509,4.8829,-8.256,13.051,1.1843,3.533,72.35,12.28,69.89,51.51
BAC,4.5907,-6.8177,3.1949,-2.6433,1.4114,-2.9197,3.4517,1.3076,1.0179,72.12,40.93,75.19,62.75
NVDA,27.9924,-0.0835,16.9297,-5.5363,9.7731,-6.2576,25.1394,8.6184,6.899,70.59,50.91,89.81,70.44
TDG,184.9228,-0.1684,87.9505,-49.3219,38.315,-73.3351,178.3234,54.0223,27.0379,70.57,61.42,96.43,76.14
LVS,10.2826,-13.1101,4.902,-4.5734,3.3075,-6.1558,-0.8118,0.5693,2.3124,69.91,11.61,-7.89,24.54
NUE,21.4255,-5.8416,13.4688,-10.0429,8.6576,-8.9486,-4.4371,0.2872,5.9146,68.32,2.13,-20.71,16.58
QQQ,47.6667,-3.3138,21.2709,-19.4162,14.6789,-17.7287,44.5218,14.8932,10.0108,68.2,70.02,93.4,77.21
FCX,7.0757,-5.6143,4.7414,-3.3939,2.5593,-3.0178,0.904,1.2606,1.7112,66.86,26.59,12.78,35.41
KRE,6.0518,-4.0215,6.067,-5.4647,2.6449,-5.1604,2.8261,0.8059,1.7642,66.7,13.28,46.7,42.23
UBER,10.4035,-4.2838,8.4883,-4.4976,4.489,-4.7771,10.4035,5.373,2.9842,66.48,63.3,100.0,76.59
ONB,2.0137,-0.8548,1.3659,-1.1721,0.8747,-0.9848,1.8001,0.3642,0.58,66.31,26.66,89.39,60.79
BX,21.2432,-2.5957,16.0505,-7.6471,7.9045,-8.0999,13.5141,-0.6456,5.2361,66.24,-4.02,63.62,41.95
ARMK,3.3123,-2.0707,2.0548,-3.6332,1.6365,-4.4084,3.3123,1.6466,1.0758,65.74,80.13,100.0,81.96
H,15.9969,-4.4529,11.5929,-10.9537,7.4863,-11.064,6.5006,0.2943,4.8629,64.96,2.54,40.64,36.04
MS,14.2671,-6.5583,9.7861,-3.9777,6.0847,-5.687,14.2671,5.6621,3.9024,64.13,57.86,100.0,74.0
VST,35.381,-0.8771,21.4763,-3.0865,13.0273,-13.2837,35.381,15.7033,8.332,63.96,73.12,100.0,79.03
IWM,20.9198,-5.8264,17.3284,-10.2298,6.8296,-14.82,7.0315,1.4295,4.333,63.44,8.25,33.61,35.1
XLB,7.5694,-2.374,4.5516,-3.0565,2.294,-4.2362,2.4428,0.7425,1.4546,63.41,16.31,32.27,37.33
IBM,35.9007,-6.5184,15.8722,-5.4055,9.5528,-8.8991,35.9007,15.8722,6.0426,63.25,100.0,100.0,87.75
PH,90.925,-4.3427,43.859,-14.337,23.7698,-26.7321,79.1333,19.3241,15.0265,63.22,44.06,87.03,64.77
CMG,7.9685,-1.1176,5.3278,-2.6662,2.1069,-3.0873,3.4051,-0.1246,1.3292,63.09,-2.34,42.73,34.49
PSX,16.814,-7.5782,12.1319,-10.5095,5.8731,-9.3624,4.2118,1.5788,3.6901,62.83,13.01,25.05,33.63
SHAK,14.831,-8.1346,15.1649,-8.8967,8.7689,-8.8526,14.1277,8.5513,5.5037,62.76,56.39,95.26,71.47
SOFI,2.0315,-4.5626,2.3019,-2.5413,2.6292,-1.4198,2.0315,1.3778,1.6416,62.44,59.85,100.0,74.1
GEV,84.0455,0.0,55.0347,0.0,31.6357,-21.2342,84.0455,55.0347,19.5512,61.8,100.0,100.0,87.27
WFC,8.934,-5.9332,5.2152,-5.4794,3.5937,-4.51,8.934,3.0103,2.1983,61.17,57.72,100.0,72.96
META,98.8724,-38.4269,53.7659,-35.0786,29.4858,-30.6684,98.3636,33.2459,17.8595,60.57,61.83,99.49,73.96
XLI,10.8712,-2.7285,5.3076,-4.5348,3.9687,-6.9408,10.828,4.263,2.3945,60.33,80.32,99.6,80.09
DDOG,28.9303,-8.1759,21.3935,-14.4644,11.4714,-11.4621,5.2982,3.6959,6.8825,60.0,17.28,18.31,31.86
MCO,47.3912,-6.6059,26.4989,-20.2832,12.5406,-21.8531,40.8388,7.8622,7.4672,59.54,29.67,86.17,58.46
MSFT,44.1029,-1.8558,22.7663,-12.7073,18.704,-11.7348,36.7759,22.7663,11.1091,59.39,100.0,83.39,80.93
VLO,16.7486,-6.8444,13.8013,-8.9272,8.5132,-9.2637,4.9986,3.8161,5.0555,59.38,27.65,29.84,38.96
USB,3.4566,-3.0441,3.9823,-4.5506,2.1373,-4.3743,1.7291,0.4775,1.2662,59.24,11.99,50.02,40.42
TOL,24.669,-2.5248,11.5688,-10.5842,6.2051,-7.7269,8.8165,-2.1815,3.6274,58.46,-18.86,35.74,25.11
VVV,3.8648,-0.9445,2.8445,-1.9456,1.6619,-2.6381,0.4016,0.1563,0.9676,58.22,5.49,10.39,24.7
XLF,4.5296,-3.2582,2.4154,-1.7545,1.087,-2.5766,4.466,1.1442,0.6302,57.98,47.37,98.6,67.98
ITW,19.4551,-2.9278,9.3654,-8.9314,7.6598,-11.2091,7.7979,0.3521,4.3702,57.05,3.76,40.08,33.63
PHM,20.798,-4.5012,9.0821,-6.5676,5.2455,-6.1439,7.872,-1.3169,2.95,56.24,-14.5,37.85,26.53
DKS,32.2945,-4.1088,22.197,-9.9158,14.2951,-10.0539,18.2509,-3.066,8.0293,56.17,-13.81,56.51,32.96
APH,11.9183,-0.1735,8.0235,-1.4469,4.8045,-2.1757,11.9183,8.0235,2.6887,55.96,100.0,100.0,85.32
XHB,13.7296,-4.7107,7.3979,-5.0395,4.0497,-5.3146,5.2691,-1.2971,2.2622,55.86,-17.53,38.38,25.57
TEL,16.5855,-4.5662,9.15,-6.6129,6.4687,-8.5812,9.0994,6.889,3.6073,55.77,75.29,54.86,61.97
EL,40.9602,-36.2448,19.3896,-22.2818,9.9412,-15.0046,-28.3832,2.0042,5.5307,55.63,10.34,-69.29,-1.11
AVGO,42.7685,-0.0309,22.3019,-2.3755,18.2579,-12.5893,42.7685,20.4768,10.1119,55.38,91.82,100.0,82.4
IR,12.0122,-0.1048,7.1005,-5.5249,3.0802,-4.1509,4.5202,-0.8004,1.7057,55.38,-11.27,37.63,27.24
AMD,23.1707,-3.9565,22.2896,-13.3025,11.4017,-9.1377,1.5508,3.9068,6.3089,55.33,17.53,6.69,26.52
RTX,13.8278,-4.3233,6.9006,-7.4593,4.0364,-9.5769,13.8278,6.631,2.2284,55.21,96.09,100.0,83.77
MAR,28.4893,-6.7925,14.8666,-15.0761,10.0937,-16.8542,21.7503,4.0065,5.5321,54.81,26.95,76.35,52.7
CSTM,4.068,-4.0693,1.7181,-1.9511,0.9609,-2.1661,-1.1937,0.5643,0.5248,54.62,32.84,-29.34,19.37
ROK,36.3579,-6.3494,18.1773,-24.4157,16.8498,-16.9179,12.7108,18.1773,9.1636,54.38,100.0,34.96,63.11
MU,14.4627,-2.9847,13.8253,-7.0952,9.1683,-10.3883,7.433,7.1436,4.9545,54.04,51.67,51.39,52.37
ON,13.7012,-6.7349,7.32,-8.3895,5.0812,-7.0251,-5.7171,-0.2242,2.7266,53.66,-3.06,-41.73,2.96
HON,20.2074,-3.1401,14.2688,-9.4002,8.7336,-13.934,10.3279,6.1593,4.6612,53.37,43.17,51.11,49.22
HES,19.9479,-6.2035,10.0492,-6.7208,6.3931,-7.3133,4.2333,0.8522,3.3826,52.91,8.48,21.22,27.54
PWR,44.6457,-2.4739,23.1828,-12.3434,19.09,-17.686,43.6456,23.1828,10.0852,52.83,100.0,97.76,83.53
MPC,25.2618,-5.6707,16.616,-7.7944,10.2939,-8.1791,10.0453,7.1303,5.4267,52.72,42.91,39.76,45.13
NKE,18.6429,-11.2398,9.6737,-9.9547,7.1877,-7.7836,-9.6959,-0.6862,3.7603,52.32,-7.09,-52.01,-2.26
CRWD,68.497,-13.6864,40.0228,-21.4749,22.323,-38.2154,68.497,37.1444,11.6433,52.16,92.81,100.0,81.66
WAB,25.8803,-5.6427,12.5502,-6.9564,7.0801,-8.311,23.9369,6.9253,3.5994,50.84,55.18,92.49,66.17
AMZN,22.313,-12.0249,16.1282,-13.9385,8.3333,-12.4315,18.638,4.3993,4.231,50.77,27.28,83.53,53.86
CSX,3.0925,-0.2345,1.7432,-1.5019,1.1595,-2.0788,0.0885,0.3376,0.5855,50.5,19.37,2.86,24.24
IGV,10.0292,-2.7413,5.9581,-5.262,3.7071,-3.633,9.0506,3.5315,1.8548,50.03,59.27,90.24,66.52
NSC,26.1848,-6.6722,14.8238,-10.6152,9.4061,-17.388,8.022,5.3682,4.6382,49.31,36.21,30.64,38.72
BKNG,713.9219,-55.6324,403.6465,-163.1012,217.6841,-175.6682,713.9219,271.3367,106.8786,49.1,67.22,100.0,72.11
RY,9.4893,-2.0232,6.3901,-4.1879,3.684,-5.497,9.4893,3.7195,1.8022,48.92,58.21,100.0,69.04
JBHT,21.361,-7.825,10.4748,-11.0828,7.1019,-9.0636,-7.4139,-4.0042,3.4516,48.6,-38.23,-34.71,-8.11
J,12.8278,-4.3402,8.0743,-4.4051,4.5542,-5.9145,6.3353,1.2563,2.2056,48.43,15.56,49.39,37.79
PSN,14.8408,-0.4861,8.5211,-9.4819,4.3418,-7.5896,3.3053,-1.9736,2.097,48.3,-23.16,22.27,15.8
CVNA,64.0461,-50.5366,37.7898,-51.5366,24.4028,-26.2312,61.8955,34.954,11.7333,48.08,92.5,96.64,79.07
ANSS,44.8914,-17.5064,21.7951,-27.7703,17.7876,-19.5951,10.2933,7.5121,8.531,47.96,34.47,22.93,35.12
UNP,21.4983,-1.5233,10.3003,-8.266,7.8108,-13.3467,5.1266,-0.4091,3.7422,47.91,-3.97,23.85,22.6
MPWR,120.9402,-1.484,65.6798,-55.963,41.1268,-83.6531,38.5673,19.3949,19.6803,47.85,29.53,31.89,36.42
BLDR,33.2454,-3.5322,19.5365,-13.733,9.8121,-9.419,1.8441,-7.6621,4.6903,47.8,-39.22,5.55,4.71
MP,8.6162,-4.1808,7.173,-3.1176,4.8932,-3.3161,2.447,4.0198,2.3297,47.61,56.04,28.4,44.02
ARKK,21.7231,-14.1,17.8692,-13.8863,7.2228,-7.2398,3.4426,4.3671,3.4279,47.46,24.44,15.85,29.25
BK,11.3984,-2.55,5.4844,-2.9674,2.7995,-3.5885,11.3984,3.9383,1.2883,46.02,71.81,100.0,72.61
ZS,61.1206,-18.5748,35.9875,-30.7074,19.772,-23.6812,25.936,29.7327,8.9374,45.2,82.62,42.43,56.75
DD,8.4168,-8.4826,6.1483,-7.981,4.402,-5.1458,0.6356,-1.1523,1.9641,44.62,-18.74,7.55,11.14
QRVO,28.221,-12.765,15.6235,-13.129,7.228,-9.3559,-7.9464,1.7886,3.1661,43.8,11.45,-28.16,9.03
BWA,5.6677,-3.8125,2.7648,-3.5227,1.9592,-2.9208,-0.8089,0.9758,0.8461,43.19,35.29,-14.27,21.4
NET,34.2851,-7.1966,28.9009,-19.8848,16.051,-15.4344,24.9239,19.3712,6.9195,43.11,67.03,72.7,60.94
XOM,14.4324,-7.1713,7.3393,-6.324,3.9623,-5.4042,4.1987,0.6295,1.7032,42.99,8.58,29.09,26.88
CDNS,38.0053,-3.6479,18.6868,-11.1349,14.4519,-15.718,20.786,8.9713,6.1212,42.36,48.01,54.69,48.35
NFLX,201.047,-62.9064,108.2177,-90.8174,54.6528,-59.2338,201.047,105.1388,23.0117,42.11,97.15,100.0,79.75
GLW,4.945,-1.9759,3.1577,-2.058,2.2861,-2.0639,4.945,1.6114,0.9544,41.75,51.03,100.0,64.26
JCI,10.8216,-4.7226,7.1989,-5.1426,4.6947,-3.4699,10.8216,7.1989,1.9592,41.73,100.0,100.0,80.58
SPGI,52.2091,-5.6684,24.5732,-23.4409,13.4776,-22.0648,36.255,6.8626,5.5523,41.2,27.93,69.44,46.19
LYB,9.4936,-5.5736,6.4306,-6.857,3.9212,-7.5734,-5.5223,-3.4974,1.6124,41.12,-54.39,-58.17,-23.81
MMM,15.3281,-11.2329,11.6864,-7.0916,6.4794,-5.7859,15.3281,4.6217,2.6242,40.5,39.55,100.0,60.02
SCHW,10.4477,-2.2695,6.1153,-6.9571,3.6636,-6.0891,6.5205,4.2364,1.4672,40.05,69.28,62.41,57.24
NTAP,14.7056,-3.1183,10.5451,-9.4454,4.6614,-8.1685,5.7782,-0.863,1.8588,39.88,-8.18,39.29,23.66
CARR,8.4404,0.0,5.6043,-3.1239,3.4595,-2.126,5.787,1.9158,1.3739,39.71,34.18,68.56,47.49
ICE,16.8976,-1.9475,8.1486,-8.1888,4.1179,-7.8432,16.8976,6.178,1.5952,38.74,75.82,100.0,71.52
IBB,15.8078,-4.363,8.9888,-9.4647,4.5226,-6.4731,-0.6782,-1.5107,1.7478,38.65,-16.81,-4.29,5.85
NCLH,7.5869,-9.8613,2.5089,-11.6813,2.6463,-10.7836,0.5106,-0.3678,1.0197,38.53,-14.66,6.73,10.2
SCCO,12.7871,-1.4623,10.777,-3.9304,6.5849,-3.6564,6.0514,1.683,2.5283,38.4,15.62,47.32,33.78
ULTA,55.8215,-14.144,29.96,-28.8451,25.798,-35.437,5.5574,23.6934,9.8712,38.26,79.08,9.96,42.43
JETS,2.0714,-3.4661,2.0202,-4.6144,1.5936,-4.1793,1.0474,0.2602,0.6079,38.15,12.88,50.56,33.86
RBLX,12.6135,-10.4793,12.6224,-14.0079,12.1399,-10.5387,12.6135,12.6224,4.6284,38.13,100.0,100.0,79.38
NEM,7.0608,-5.3641,5.743,-5.886,3.5238,-4.2528,3.2285,3.6211,1.3428,38.11,63.05,45.72,48.96
CART,4.0754,-1.2301,3.3913,-1.62,2.4752,-2.6784,4.0754,1.1283,0.9431,38.1,33.27,100.0,57.12
DHI,23.4476,-3.0727,12.707,-9.93,9.5261,-7.5776,4.1699,-3.3935,3.5181,36.93,-26.71,17.78,9.34
ENTG,22.6473,-6.1874,10.5685,-9.9834,7.6097,-8.8239,-6.1874,-4.9553,2.7992,36.78,-46.89,-27.32,-12.47
SO,7.1123,-0.2183,4.5581,-1.5654,2.1713,-4.0455,7.1123,1.6561,0.7939,36.56,36.33,100.0,57.63
FDX,30.3096,-16.5185,32.5993,-17.6533,12.7856,-18.6259,-0.1388,-6.4592,4.668,36.51,-19.81,-0.46,5.41
DELL,22.0488,-0.0466,18.1831,-9.3083,11.7768,-11.3046,12.4002,4.1639,4.2982,36.5,22.9,56.24,38.55
FAST,3.8188,-0.1401,2.3799,-0.8546,1.4399,-1.1275,3.8188,1.4855,0.5234,36.35,62.42,100.0,66.26
PCAR,13.5434,-1.5385,9.6146,-3.7046,4.1022,-3.7267,5.8049,-1.5626,1.4844,36.19,-16.25,42.86,20.93
ZBRA,93.1761,-35.4248,49.8594,-52.0772,27.7159,-31.6201,-1.5151,-5.0348,10.0223,36.16,-10.1,-1.63,8.15
PEP,11.1747,-6.1406,5.8835,-6.7906,3.3058,-6.6339,-6.1406,-4.9391,1.1952,36.15,-83.95,-54.95,-34.25
DLTR,17.1298,-16.501,12.9869,-13.8563,10.37,-9.1224,-9.4474,7.0081,3.7361,36.03,53.96,-55.15,11.61
F,2.2162,-0.8483,1.9824,-1.1701,1.0839,-0.8181,0.0093,0.3956,0.3892,35.91,19.96,0.42,18.76
GOOGL,20.7213,-1.7434,11.6503,-7.4615,6.0608,-7.0501,12.1322,1.0138,2.1722,35.84,8.7,58.55,34.36
SYK,31.8782,-4.7633,19.6386,-15.1901,10.8831,-18.2343,29.4004,6.1575,3.8686,35.55,31.35,92.23,53.04
XLE,10.1937,-5.9582,6.4948,-5.5564,3.1013,-5.7429,2.7677,-0.0499,1.0935,35.26,-0.77,27.15,20.55
TER,21.4589,-4.7077,14.1894,-13.1339,8.684,-11.6895,-4.4739,-4.9266,3.0578,35.21,-34.72,-20.85,-6.79
GM,6.6737,-2.6843,5.9984,-4.6663,3.3614,-3.8852,2.9445,0.6948,1.1811,35.14,11.58,44.12,30.28
FND,20.4901,-4.8679,9.9561,-11.3565,6.5982,-7.2241,-4.8679,-4.6275,2.3168,35.11,-46.48,-23.76,-11.71
OTIS,8.5733,0.0,5.6419,-2.611,2.8914,-2.6124,4.617,0.3088,1.0059,34.79,5.47,53.85,31.37
A,21.1612,-2.7862,12.464,-8.6653,6.2816,-6.6833,-2.5998,-2.7932,2.1663,34.49,-22.41,-12.29,-0.07
GOOG,20.8494,-1.7145,11.69,-7.5014,6.065,-7.0188,12.2363,0.78,2.0767,34.24,6.67,58.69,33.2
LUV,7.123,-4.4486,5.1774,-6.7501,2.7074,-4.9054,0.3048,1.0742,0.927,34.24,20.75,4.28,19.76
EXPE,19.2768,-11.9579,18.8061,-21.5705,9.3923,-16.1697,13.449,1.6737,3.2124,34.2,8.9,69.77,37.62
XLY,20.1965,-3.0926,12.672,-11.1472,7.3061,-9.3789,14.0363,3.0683,2.4766,33.9,24.21,69.5,42.54
APD,26.4888,-3.7115,17.4649,-13.0391,14.1546,-12.5223,8.8837,-2.2315,4.7868,33.82,-12.78,33.54,18.19
GE,38.9257,-19.3626,17.6515,-10.8641,11.9766,-7.0431,38.9257,17.6515,4.0295,33.64,100.0,100.0,77.88
CHRW,6.5921,-4.0832,6.9996,-3.7665,3.8432,-3.9988,3.0334,-0.2751,1.2567,32.7,-3.93,46.02,24.93
SBUX,11.1767,-2.4527,6.3371,-7.6946,5.2313,-6.5235,0.8522,-0.5381,1.7082,32.65,-8.49,7.62,10.6
SAP,42.0468,-9.2805,18.1858,-9.1294,9.2601,-12.2975,42.0468,13.3713,3.022,32.63,73.53,100.0,68.72
DAL,6.902,-5.8825,5.0772,-9.2012,3.3813,-8.0816,3.0966,-0.6641,1.0844,32.07,-13.08,44.87,21.29
AMGN,25.3791,-4.2531,16.095,-11.9273,10.8458,-9.3866,12.4334,0.5624,3.4729,32.02,3.49,48.99,28.17
ELF,38.8671,-4.4081,23.9863,-21.0742,13.92,-14.8418,-0.7557,5.8106,4.4197,31.75,24.22,-1.94,18.01
PPG,14.7912,-4.9224,11.5786,-8.3534,6.4692,-9.779,-4.2591,-0.2568,2.0478,31.65,-2.22,-28.79,0.21
INTU,93.3677,-1.0731,50.5696,-42.5429,38.0897,-29.0091,56.4787,42.0901,12.029,31.58,83.23,60.49,58.43
VRTX,52.7395,-4.9801,24.5736,-11.9163,17.2224,-18.1051,33.0949,-2.2451,5.4284,31.52,-9.14,62.75,28.38
CVX,19.3771,-6.3839,14.3901,-8.6656,8.9749,-9.9806,2.453,-0.1971,2.8135,31.35,-1.37,12.66,14.21
DIS,16.9195,-13.7956,15.3402,-14.4494,9.2714,-11.8643,2.4884,5.0728,2.8575,30.82,33.07,14.71,26.2
SHOP,27.703,-16.4815,14.8022,-22.4701,8.2782,-13.3384,11.9902,4.1963,2.5002,30.2,28.35,43.28,33.94
EOG,15.8138,-11.3531,10.204,-8.1684,5.418,-9.0312,2.9829,-0.4089,1.6256,30.0,-4.01,18.86,14.95
BA,52.9163,-40.9771,30.6018,-57.6126,18.6668,-56.8946,1.4975,12.6774,5.5898,29.95,41.43,2.83,24.73
D,3.9474,-6.0155,2.5826,-4.6197,1.9022,-3.9163,1.2157,0.8127,0.5689,29.91,31.47,30.8,30.72
MDT,8.9012,-5.8063,4.5359,-4.8718,2.9714,-8.2655,1.3847,0.4399,0.8871,29.85,9.7,15.56,18.37
MRK,10.5337,-4.4921,6.3975,-6.5163,3.7531,-3.9568,-4.4921,-3.994,1.1172,29.77,-62.43,-42.65,-25.1
PRU,9.8101,-8.0267,7.1416,-7.7655,2.9922,-9.3265,4.0821,-1.2778,0.8868,29.64,-17.89,41.61,17.79
YUM,9.9129,-0.1547,6.3693,-8.3621,6.4246,-9.7153,7.3626,2.1989,1.8947,29.49,34.52,74.27,46.1
CRWV,19.4404,0.0,32.0309,0.0,24.8085,-0.8365,19.4404,31.1248,7.3096,29.46,97.17,100.0,75.55
AAPL,24.0345,-0.0777,12.7742,-7.6271,8.9137,-10.6162,12.0382,-4.8511,2.6234,29.43,-37.98,50.09,13.85
GILD,12.1807,-3.735,8.0433,-2.8884,5.0828,-2.2612,11.7247,4.6107,1.4937,29.39,57.32,96.26,60.99
DKNG,12.2741,-6.0454,8.1183,-7.8499,5.696,-4.6699,2.6539,0.5573,1.6277,28.58,6.86,21.62,19.02
