ticker,m_max_macd,m_min_macd,w_max_macd,w_min_macd,d_max_macd,d_min_macd,m_last_macd,w_last_macd,d_last_macd,daily_overbought_score,weekly_overbought_score,monthly_overbought_score,total_overbought_score
BK,11.8747,-2.55,5.4844,-2.9674,2.7995,-3.5885,11.8747,4.8412,2.4527,87.61,88.27,100.0,91.96
HOOD,16.7626,-7.1731,15.6597,-6.7068,8.4649,-3.9898,16.7626,15.6597,7.3967,87.38,100.0,100.0,95.79
EMR,10.418,-2.0938,7.3287,-4.9396,5.5388,-6.714,10.418,7.3287,4.7748,86.21,100.0,100.0,95.4
ETN,48.0765,-3.1051,26.9577,-16.2819,13.0746,-12.5364,35.3201,15.5512,11.1416,85.22,57.69,73.47,72.12
GEV,94.9527,0.0,66.6656,-1.1186,31.6219,-21.225,94.9527,66.6656,26.8795,85.0,100.0,100.0,95.0
FLEX,6.7994,-1.7836,4.2847,-1.3992,2.5634,-2.3416,6.7994,4.2847,2.095,81.73,100.0,100.0,93.91
BLK,105.6448,-4.8438,61.4031,-55.5973,34.7365,-38.2601,90.1016,40.5385,27.9016,80.32,66.02,85.29,77.21
ORCL,25.9398,-0.2278,21.3924,-7.181,16.0649,-8.0258,25.9398,21.3924,12.7962,79.65,100.0,100.0,93.22
TSM,28.2676,-2.7166,17.1043,-8.3267,9.6497,-9.496,28.2676,14.3257,7.6582,79.36,83.75,100.0,87.71
GD,24.7384,-8.2436,13.5678,-11.6019,7.7736,-14.7979,15.6422,9.2916,6.1392,78.97,68.48,63.23,70.23
TRMB,12.599,-4.1811,6.6232,-4.672,3.2763,-5.1738,4.6887,3.6421,2.5538,77.95,54.99,37.21,56.72
RTX,14.6327,-4.3233,7.8099,-7.4593,4.0364,-9.5769,14.6327,7.8099,3.1174,77.23,100.0,100.0,92.41
AMD,23.1707,-3.9565,22.2896,-13.3025,11.4017,-9.1377,2.7067,8.3097,8.6593,75.95,37.28,11.68,41.64
GOOGL,20.7213,-1.7434,11.6503,-7.4615,6.0608,-7.0501,13.1382,3.2768,4.5974,75.85,28.13,63.4,55.8
GOOG,20.8494,-1.7145,11.69,-7.5014,6.065,-7.0188,13.2582,3.0741,4.5711,75.37,26.3,63.59,55.09
NSC,26.1848,-6.6722,14.8238,-10.6152,9.4061,-17.3881,9.3885,9.0137,7.0501,74.95,60.81,35.85,57.2
NVDA,27.9924,-0.0835,16.9297,-5.5363,9.7731,-6.2576,25.6722,11.5357,7.1397,73.05,68.14,91.71,77.63
UEC,1.0342,-1.2157,0.8974,-0.5847,0.6947,-0.5387,0.5503,0.3529,0.5015,72.19,39.32,53.21,54.91
JNJ,9.7772,-1.1185,4.7638,-4.0819,4.7314,-5.799,2.8303,2.155,3.3805,71.45,45.24,28.95,48.54
PNC,19.0242,-8.285,13.6516,-10.1589,6.8014,-12.5896,12.0882,4.4734,4.8231,70.91,32.77,63.54,55.74
NOC,52.2439,-4.0473,24.0365,-15.1463,19.9741,-20.9826,21.0656,12.2791,13.8852,69.52,51.09,40.32,53.64
CCL,5.7496,-10.1339,2.6782,-9.3117,2.0514,-7.9462,2.7025,2.026,1.3954,68.02,75.65,47.0,63.56
SPY,49.1655,-9.6431,20.7788,-14.6455,12.2309,-21.8455,45.1899,15.5607,8.2953,67.82,74.89,91.91,78.21
SMH,33.996,-1.8894,21.9991,-11.3802,11.2827,-12.0591,26.7309,14.136,7.6186,67.52,64.26,78.63,70.14
J,12.7239,-4.234,8.0069,-4.3606,4.5565,-5.8096,7.0111,2.7448,3.0652,67.27,34.28,55.1,52.22
URI,120.7498,-5.2728,64.6293,-42.396,30.3389,-36.0071,71.1804,26.5718,20.3809,67.18,41.11,58.95,55.75
XLK,21.8457,-1.6408,10.3194,-7.561,7.9517,-9.2151,19.7627,9.9333,5.2299,65.77,96.26,90.46,84.16
SYF,7.9768,-2.0131,6.0637,-4.3355,3.4379,-4.248,7.584,3.5462,2.2537,65.55,58.48,95.08,73.04
STT,8.4945,-6.2092,5.6493,-5.8706,3.8319,-6.4796,8.4945,5.1412,2.4156,63.04,91.01,100.0,84.68
JPM,34.3059,-2.3637,16.0442,-8.3068,8.5185,-10.7758,34.3059,14.4096,5.3647,62.98,89.81,100.0,84.26
SOFI,2.0786,-4.5626,2.3019,-2.5413,2.6292,-1.4198,2.0786,2.0268,1.6325,62.09,88.05,100.0,83.38
CSX,3.0925,-0.2345,1.7432,-1.5019,1.1595,-2.0788,0.2026,0.7242,0.7199,62.09,41.54,6.55,36.73
PPL,2.6842,-1.1188,1.4858,-1.6497,1.013,-2.8373,2.6527,0.5753,0.6187,61.08,38.72,98.83,66.21
SO,7.2615,-0.2183,4.5581,-1.5654,2.1713,-4.0455,7.2615,2.0203,1.2982,59.79,44.32,100.0,68.04
LRCX,12.6943,-0.5214,8.1391,-4.0866,4.1025,-6.6917,5.8714,5.9812,2.424,59.09,73.49,46.25,59.61
DIA,29.8642,-6.9337,14.1142,-11.9185,8.0687,-20.7084,25.7773,7.1122,4.763,59.03,50.39,86.32,65.25
QQQ,47.6667,-3.3138,21.2709,-19.4162,14.6789,-17.7287,45.1887,18.0219,8.6593,58.99,84.73,94.8,79.51
PWR,45.6415,-2.4739,27.6982,-12.3434,19.09,-17.686,45.6415,27.6982,11.2188,58.77,100.0,100.0,86.26
WYNN,25.9835,-20.5009,11.4573,-15.34,7.3286,-19.5251,0.7782,5.2204,4.2984,58.65,45.56,2.99,35.74
JBL,26.2782,-3.7009,22.1655,-5.4335,14.6589,-7.6,26.2782,22.1655,8.5796,58.53,100.0,100.0,86.18
DAL,6.902,-5.8825,5.0772,-9.2012,3.3813,-8.0816,3.0328,0.2982,1.9716,58.31,5.87,43.94,36.04
GS,82.8521,-17.1977,41.8019,-16.2231,31.4278,-27.0215,82.8521,41.0844,18.2597,58.1,98.28,100.0,85.46
NUE,21.4255,-5.8416,13.4688,-10.0429,8.6576,-8.9486,-4.3023,2.6182,5.0116,57.89,19.44,-20.08,19.08
PHM,20.798,-4.5012,9.0821,-6.5676,5.2455,-6.1439,8.1991,0.1972,3.0368,57.89,2.17,39.42,33.16
RBLX,13.6984,-10.4793,15.0943,-14.0079,12.1399,-10.5387,13.6984,15.0943,6.964,57.36,100.0,100.0,85.79
XLI,11.0665,-2.7285,5.3076,-4.5348,3.9687,-6.9408,11.0665,5.0804,2.2743,57.31,95.72,100.0,84.34
AES,2.8303,-2.1943,2.3474,-2.1385,1.3491,-1.9837,-1.9189,0.078,0.7689,56.99,3.32,-67.8,-2.49
TD,6.8561,-1.5207,4.3972,-3.3474,2.0379,-3.923,3.4663,4.3972,1.1563,56.74,100.0,50.56,69.1
ROK,36.3579,-6.3494,21.6137,-24.4157,16.8498,-16.9179,13.751,21.6137,9.5586,56.73,100.0,37.82,64.85
IYT,5.485,-1.5289,4.1696,-3.1868,1.8949,-3.9552,2.1651,1.0168,1.0738,56.67,24.39,39.47,40.18
NI,4.0363,-0.58,2.175,-0.9358,0.9178,-1.5897,4.0363,1.0394,0.5153,56.15,47.79,100.0,67.98
PH,90.925,-4.3427,43.859,-14.337,23.7698,-26.7321,80.2397,24.435,13.2522,55.75,55.71,88.25,66.57
MGM,12.8415,-13.568,4.1703,-4.6032,1.9679,-5.5696,-1.5609,0.7147,1.0931,55.55,17.14,-12.16,20.18
EXPE,19.2768,-11.9579,18.8061,-21.5705,9.3923,-16.1697,14.1845,4.1216,5.1633,54.97,21.92,73.58,50.16
ARMK,3.3538,-2.0707,2.0548,-3.6332,1.6365,-4.4084,3.3538,1.943,0.8964,54.78,94.56,100.0,83.11
BURL,40.5787,-26.3718,27.3922,-26.7817,17.2467,-25.9693,13.5838,1.2886,9.4298,54.68,4.7,33.48,30.95
APH,12.1098,-0.1735,8.6453,-1.4469,4.8045,-2.1757,12.1098,8.6453,2.5765,53.63,100.0,100.0,84.54
ON,13.7012,-6.7349,7.32,-8.3895,5.0812,-7.0251,-5.7099,1.2046,2.7099,53.33,16.46,-41.67,9.37
HLT,29.4608,-1.5543,13.802,-8.3777,8.679,-11.7698,25.8466,8.6919,4.6114,53.13,62.98,87.73,67.95
CASY,61.1914,-0.2279,28.7728,-5.1843,16.9835,-10.242,61.1914,28.7728,8.979,52.87,100.0,100.0,84.29
TOL,24.6187,-2.5196,11.5452,-10.5626,6.1924,-7.7112,9.1472,-0.3475,3.2374,52.28,-3.01,37.16,28.81
AEP,7.0185,-1.5991,4.9561,-3.1831,2.8359,-5.4394,6.9845,1.9555,1.4816,52.24,39.46,99.52,63.74
KRE,6.0518,-4.0215,6.067,-5.4647,2.6449,-5.1604,2.8094,1.3286,1.3494,51.02,21.9,46.42,39.78
XLC,9.9994,-3.8489,4.4331,-4.58,2.0761,-3.4151,9.9994,3.2618,1.0546,50.8,73.58,100.0,74.79
AMZN,22.313,-12.0249,16.1282,-13.9385,8.3333,-12.4315,19.1191,6.2099,4.2192,50.63,38.5,85.69,58.27
TFC,4.1101,-4.2874,3.7461,-4.1021,2.0952,-5.0151,1.7953,0.8532,1.0605,50.62,22.78,43.68,39.02
SHOP,27.703,-16.4815,14.8022,-22.4701,8.2782,-13.3384,12.5526,5.7951,4.1552,50.19,39.15,45.31,44.89
ORLY,9.6144,-0.2441,3.9003,-1.7454,2.0242,-2.1237,9.4654,2.0406,1.0151,50.15,52.32,98.45,66.97
XEL,5.0066,-2.1309,3.6655,-2.2153,1.9274,-3.4647,3.4397,1.0339,0.9587,49.74,28.21,68.7,48.88
LUV,7.123,-4.4486,5.1774,-6.7501,2.7074,-4.9054,0.3119,1.552,1.3442,49.65,29.98,4.38,28.0
COF,23.4709,-9.9273,16.3299,-10.1828,9.101,-12.6264,23.4709,11.3795,4.5091,49.55,69.69,100.0,73.08
IWM,20.9198,-5.8264,17.3284,-10.2298,6.8296,-14.82,7.1815,2.9651,3.373,49.39,17.11,34.33,33.61
DKS,32.2945,-4.1088,22.197,-9.9158,14.2951,-10.0539,18.4232,0.0247,7.0543,49.35,0.11,57.05,35.5
UAL,12.6429,-12.3429,13.9678,-16.7163,7.0702,-13.322,9.9958,1.7898,3.4737,49.13,12.81,79.06,47.0
HES,19.9483,-6.2036,10.0494,-6.7209,6.3933,-7.3134,3.9879,1.5179,3.1314,48.98,15.1,19.99,28.02
LVS,10.2826,-13.1101,4.902,-4.5734,3.3075,-6.1558,-0.9578,1.2304,1.609,48.65,25.1,-9.31,21.48
GE,39.7721,-19.3626,19.2666,-10.8641,11.9766,-7.0431,39.7721,19.2666,5.8064,48.48,100.0,100.0,82.83
MSFT,44.1029,-1.8558,25.5691,-12.7073,18.704,-11.7348,37.1261,25.5691,9.0604,48.44,100.0,84.18,77.54
XLU,5.2292,-1.227,3.819,-1.8605,1.8537,-4.0728,5.2292,1.7771,0.8945,48.25,46.53,100.0,64.93
ARKK,21.7231,-14.1,17.8692,-13.8863,7.2228,-7.2398,3.7441,5.7091,3.4746,48.11,31.95,17.24,32.43
AVGO,43.4298,-0.0309,23.126,-2.3755,18.2579,-12.5893,43.4298,23.126,8.7787,48.08,100.0,100.0,82.69
GLW,5.2274,-1.9759,3.1577,-2.058,2.2861,-2.0639,5.2274,2.1059,1.0943,47.87,66.69,100.0,71.52
XHB,13.7296,-4.7107,7.3979,-5.0395,4.0497,-5.3146,5.3999,-0.2673,1.9367,47.82,-3.61,39.33,27.85
SCHW,10.4477,-2.2695,6.1153,-6.9571,3.6636,-6.0891,6.6888,4.7054,1.7261,47.11,76.94,64.02,62.69
ULTA,55.8215,-14.144,29.96,-28.8451,25.798,-35.437,8.1069,28.5082,12.1421,47.07,95.15,14.52,52.25
CART,4.1839,-1.2301,3.3913,-1.62,2.4752,-2.6784,4.1839,1.5478,1.163,46.99,45.64,100.0,64.21
KLAC,118.8706,-4.1408,64.932,-25.9447,39.756,-27.9491,86.2463,58.0237,18.5592,46.68,89.36,72.55,69.53
H,15.9969,-4.4529,11.5929,-10.9537,7.4863,-11.064,6.1137,1.8055,3.4711,46.37,15.57,38.22,33.39
ITW,19.4551,-2.9278,9.3654,-8.9314,7.6598,-11.2091,7.8873,1.8704,3.5333,46.13,19.97,40.54,35.55
WELL,20.137,-2.8975,9.2297,-8.8883,5.0544,-9.9801,20.137,5.7886,2.3279,46.06,62.72,100.0,69.59
NCLH,7.5869,-9.8613,2.5089,-11.6813,2.6463,-10.7836,0.6039,0.2327,1.2162,45.96,9.27,7.96,21.06
DD,8.4168,-8.4826,6.1483,-7.981,4.402,-5.1458,0.6715,-0.1315,2.0042,45.53,-2.14,7.98,17.12
DASH,33.1684,-27.9511,17.5836,-25.4621,10.0983,-14.2424,33.1684,17.5836,4.5776,45.33,100.0,100.0,81.78
JETS,2.0714,-3.4661,2.0202,-4.6144,1.5936,-4.1793,1.0426,0.541,0.7193,45.14,26.78,50.33,40.75
CSCO,5.134,-1.5407,3.2076,-2.9444,1.6954,-2.4801,5.134,2.9184,0.756,44.59,90.98,100.0,78.53
MCHP,8.6492,-5.8192,5.8678,-7.5741,4.3953,-5.2024,-3.8808,3.9004,1.9554,44.49,66.47,-44.87,22.03
EBAY,8.4298,-2.5565,4.9825,-4.6853,3.131,-2.4049,7.5333,3.9701,1.3865,44.28,79.68,89.37,71.11
DLTR,17.1298,-16.501,12.9869,-13.8563,10.37,-9.1224,-8.9249,8.7659,4.5874,44.24,67.5,-52.1,19.88
XLB,7.5694,-2.374,4.5516,-3.0565,2.294,-4.2362,2.4404,1.1532,1.0123,44.13,25.34,32.24,33.9
DHI,23.4476,-3.0727,12.707,-9.93,9.5261,-7.5776,4.852,-1.1744,4.2008,44.1,-9.24,20.69,18.52
PLTR,30.7565,-2.6558,18.4188,-3.2303,12.5183,-3.7286,30.7565,18.4188,5.4635,43.64,100.0,100.0,81.21
ENTG,22.6473,-6.1709,10.5685,-9.9834,7.6097,-8.8239,-5.8986,-2.8186,3.3146,43.56,-26.67,-26.05,-3.05
CARR,8.4156,0.0,5.5878,-3.1148,3.4494,-2.1198,6.0145,2.5833,1.4904,43.21,46.23,71.47,53.64
DDOG,28.9303,-8.1759,21.3935,-14.4644,11.4714,-11.4621,5.8175,5.7604,4.9224,42.91,26.93,20.11,29.98
BAC,4.5907,-6.8177,3.1949,-2.6433,1.4114,-2.9197,3.545,1.5293,0.5985,42.4,47.87,77.22,55.83
MCO,47.3912,-6.6059,26.4989,-20.2832,12.5406,-21.8531,41.0111,9.7073,5.2851,42.14,36.63,86.54,55.1
AEE,6.3979,-2.825,4.6238,-2.5765,2.3148,-3.7739,6.3979,1.5904,0.9697,41.89,34.4,100.0,58.76
AMAT,27.9907,-1.6126,17.7785,-12.29,10.5372,-12.9515,6.8615,5.5863,4.402,41.78,31.42,24.51,32.57
JCI,11.1247,-4.7226,7.6414,-5.1426,4.6947,-3.4699,11.1247,7.6414,1.9493,41.52,100.0,100.0,80.51
LYB,9.4936,-5.5736,6.4306,-6.857,3.9212,-7.5734,-5.3707,-2.3119,1.6087,41.03,-35.95,-56.57,-17.17
MDT,8.9012,-5.8063,4.5359,-4.8718,2.9715,-8.2655,1.5929,1.0238,1.2192,41.03,22.57,17.9,27.17
AMGN,25.3791,-4.2531,16.095,-11.9273,10.8458,-9.3866,13.1394,2.2714,4.4468,41.0,14.11,51.77,35.63
XLF,4.5296,-3.2582,2.4154,-1.7545,1.087,-2.5766,4.4971,1.2385,0.4401,40.49,51.28,99.28,63.68
NXPI,26.7335,-3.7731,16.2137,-13.8799,9.5039,-12.8796,2.809,3.976,3.8201,40.2,24.52,10.51,25.07
RY,9.5627,-2.0232,6.3901,-4.1879,3.684,-5.497,9.5627,4.0569,1.4691,39.88,63.49,100.0,67.79
HSY,23.7405,-8.2292,11.4489,-13.8346,6.7095,-8.5342,-6.4007,1.4626,2.6643,39.71,12.78,-26.96,8.51
XLY,20.1965,-3.0926,12.672,-11.1472,7.3061,-9.3789,14.4495,4.3243,2.8894,39.55,34.12,71.54,48.41
PSN,14.8408,-0.4861,8.5211,-9.4819,4.3418,-7.5896,3.3675,-0.8141,1.7047,39.26,-9.55,22.69,17.47
IGV,10.0292,-2.7413,5.9581,-5.262,3.7071,-3.633,9.2628,3.9501,1.4214,38.34,66.3,92.36,65.67
EL,40.9602,-36.2448,19.3896,-22.2818,9.9412,-15.0046,-28.5763,3.6383,3.8044,38.27,18.76,-69.77,-4.24
WFC,9.0409,-5.9332,5.2152,-5.4794,3.5937,-4.51,9.0409,3.4197,1.3732,38.21,65.57,100.0,67.93
NKE,18.6429,-11.2398,9.6737,-9.9547,7.1877,-7.7836,-9.526,0.5027,2.7346,38.05,5.2,-51.1,-2.62
WPM,11.5892,-2.8001,6.8713,-2.9726,3.1615,-2.2872,11.5892,6.4848,1.2002,37.96,94.38,100.0,77.45
AMT,23.8671,-13.0553,12.9232,-13.3985,8.1157,-14.8162,6.383,6.0089,3.0758,37.9,46.5,26.74,37.05
FCX,7.0524,-5.5958,4.7258,-3.3827,2.5508,-3.0079,0.7243,1.5148,0.962,37.71,32.05,10.27,26.68
VLO,16.7486,-6.8444,13.8013,-8.9272,8.5132,-9.2637,4.4186,4.8371,3.2053,37.65,35.05,26.38,33.03
BA,52.9163,-40.9771,30.6018,-57.6126,18.6668,-56.8946,2.1189,14.9748,7.0234,37.63,48.93,4.0,30.19
PEG,8.1302,-1.0057,5.529,-3.131,2.8085,-4.1653,6.3473,0.6707,1.0458,37.24,12.13,78.07,42.48
IBB,15.8078,-4.363,8.9888,-9.4647,4.5226,-6.4731,-0.5378,-0.5797,1.6771,37.08,-6.45,-3.4,9.08
ONB,2.0137,-0.8548,1.3659,-1.1721,0.8747,-0.9848,1.686,0.4239,0.3211,36.71,31.03,83.73,50.49
CENX,8.7089,-11.9852,3.4483,-3.1247,2.919,-3.344,2.0209,0.6919,1.0584,36.26,20.06,23.2,26.51
VST,35.7272,-0.8771,21.4763,-3.0865,13.0273,-13.2837,35.7272,17.1902,4.6343,35.57,80.04,100.0,71.87
TMO,80.8577,-24.0249,37.1458,-40.686,16.7965,-24.7045,-24.0249,-23.5912,5.9326,35.32,-63.51,-29.71,-19.3
BWA,5.6677,-3.8125,2.7648,-3.5227,1.9592,-2.9208,-0.7515,1.2467,0.6876,35.1,45.09,-13.26,22.31
TOST,4.9486,-9.1562,4.3868,-8.6257,3.5384,-4.7005,4.9486,2.77,1.2304,34.77,63.14,100.0,65.97
MS,14.1969,-6.5583,9.7861,-3.9777,6.0847,-5.687,14.1969,6.1212,2.1064,34.62,62.55,100.0,65.72
CRSP,25.3808,-10.8944,28.3902,-14.234,16.0698,-13.3389,-3.548,4.273,5.5585,34.59,15.05,-13.98,11.89
D,3.9474,-6.0155,2.5826,-4.6197,1.9022,-3.9163,1.226,1.0256,0.6575,34.57,39.71,31.06,35.11
HON,20.2074,-3.1401,14.2688,-9.4002,8.7336,-13.934,10.5273,7.1159,3.003,34.38,49.87,52.1,45.45
CCI,14.6174,-13.3835,8.4563,-10.6093,5.4947,-8.2221,-2.4009,2.2,1.8875,34.35,26.02,-16.42,14.65
RMD,32.9303,-12.3213,23.3673,-20.3695,10.9686,-13.5507,14.6294,8.6299,3.7018,33.75,36.93,44.43,38.37
BLDR,33.2454,-2.9707,19.5365,-13.733,9.8121,-9.419,1.8122,-5.4651,3.3103,33.74,-27.97,5.45,3.74
NEE,7.6944,-3.7074,4.5312,-5.0149,3.2048,-4.5761,0.93,0.8304,1.0656,33.25,18.33,12.09,21.22
TXN,20.28,-2.6235,10.1109,-9.2729,7.9414,-9.3961,6.6774,6.7902,2.6226,33.02,67.16,32.93,44.37
WAB,25.8803,-5.6427,12.5502,-6.9564,7.0801,-8.311,23.9871,7.5249,2.3163,32.72,59.96,92.68,61.79
ZBRA,93.1761,-35.4248,49.8594,-52.0772,27.7159,-31.6201,-1.0029,0.4878,9.0424,32.63,0.98,-1.08,10.84
APD,26.4888,-3.7115,17.4649,-13.0391,14.1546,-12.5223,9.186,0.165,4.6057,32.54,0.94,34.68,22.72
TT,57.4617,-3.3749,26.2612,-11.2153,21.4539,-8.6808,55.8215,22.2269,6.9723,32.5,84.64,97.15,71.43
BKNG,715.3427,-55.6324,403.6465,-163.1012,217.6842,-175.6682,715.3427,280.2037,70.392,32.34,69.42,100.0,67.25
SRE,5.3345,-0.4316,4.8827,-3.69,2.9623,-6.2153,2.1861,-0.1059,0.9502,32.08,-2.17,40.98,23.63
CDNS,38.0053,-3.6479,18.6868,-11.1349,14.4519,-15.718,21.0891,10.2325,4.5941,31.79,54.76,55.49,47.35
PSX,16.814,-7.5782,12.1319,-10.5095,5.8731,-9.3624,3.6901,2.133,1.8389,31.31,17.58,21.95,23.61
BOOT,21.9714,-3.151,15.7218,-12.0703,15.0226,-11.2412,17.1514,10.9645,4.6886,31.21,69.74,78.06,59.67
NEM,7.0608,-5.3641,5.743,-5.886,3.5238,-4.2528,3.3594,3.7889,1.0848,30.78,65.97,47.58,48.11
CVNA,64.0461,-50.5366,37.7898,-51.5366,24.4028,-26.2312,61.6921,35.5061,7.3397,30.08,93.96,96.32,73.45
ALB,40.0595,-29.0314,23.8486,-22.9347,15.4349,-14.7054,-26.7763,-2.3408,4.5954,29.77,-9.82,-66.84,-15.63
CLF,17.3079,-9.9054,2.6607,-2.1278,2.791,-2.1177,-2.3755,-0.2515,0.827,29.63,-9.45,-13.72,2.15
MPC,25.2618,-5.6707,16.616,-7.7944,10.2939,-8.1791,9.6688,7.8209,3.0386,29.52,47.07,38.27,38.29
GPC,17.3635,-4.8566,11.1666,-7.5966,5.7794,-7.8827,-3.2158,1.5514,1.6926,29.29,13.89,-18.52,8.22
AAPL,24.0345,-0.0777,12.7742,-7.6271,8.9137,-10.6162,12.177,-3.3274,2.5954,29.12,-26.05,50.66,17.91
DUK,8.037,-0.7994,5.4071,-3.3638,2.5619,-5.6654,7.9175,1.5167,0.7377,28.8,28.05,98.51,51.79
NET,34.2851,-7.1966,28.9009,-19.8848,16.051,-15.4344,25.5006,20.2491,4.5716,28.48,70.06,74.38,57.64
QRVO,28.221,-12.765,15.6235,-13.129,7.228,-9.3559,-8.0892,2.6468,2.0158,27.89,16.94,-28.66,5.39
LYV,15.8076,-3.6576,11.1157,-8.2999,6.5679,-9.5698,15.8076,5.9191,1.8318,27.89,53.25,100.0,60.38
IR,12.0122,-0.1048,7.1005,-5.5249,3.0802,-4.1509,4.3718,-0.2189,0.8465,27.48,-3.08,36.39,20.26
CSTM,4.068,-4.0693,1.7181,-1.9511,0.9609,-2.1661,-1.2177,0.6325,0.2624,27.31,36.81,-29.93,11.4
DLR,15.5681,-7.6966,11.8554,-9.8185,6.1738,-6.608,12.7984,4.3108,1.6755,27.14,36.36,82.21,48.57
VRTX,52.7395,-4.9801,24.5736,-11.9163,17.2224,-18.1051,32.8891,-0.8746,4.6664,27.09,-3.56,62.36,28.63
JBHT,21.361,-7.825,10.4748,-11.0828,7.1019,-9.0636,-7.7984,-2.8843,1.9115,26.92,-27.54,-36.51,-12.38
HBAN,1.3298,-2.2093,1.2153,-1.2325,0.6869,-1.2009,1.1864,0.4832,0.1831,26.66,39.76,89.22,51.88
ANF,33.606,-8.7073,22.8607,-19.1347,14.5419,-10.9781,4.7192,-6.0614,3.8666,26.59,-26.51,14.04,4.71
ATO,13.0675,-0.4789,7.4512,-2.4896,3.5736,-5.5739,13.0675,3.219,0.9478,26.52,43.2,100.0,56.57
DELL,21.9591,-0.0464,18.109,-9.2704,11.7289,-11.2586,12.3362,5.6211,3.1039,26.46,31.04,56.18,37.89
TGT,35.6698,-13.0401,18.0649,-19.7278,7.1902,-17.8855,-11.5424,-4.9109,1.8996,26.42,-27.18,-32.36,-11.04
DKNG,12.2741,-6.0454,8.1183,-7.8499,5.696,-4.6699,2.6739,1.1225,1.4974,26.29,13.83,21.78,20.63
CRH,13.4808,-2.057,7.4014,-2.6841,3.0815,-4.3091,10.2219,0.2554,0.7965,25.85,3.45,75.83,35.04
SYK,31.8782,-4.7633,19.6386,-15.1901,10.8831,-18.2343,29.8917,6.8928,2.7787,25.53,35.1,93.77,51.47
AEM,17.8397,-4.9999,9.5559,-3.1974,5.4086,-4.0273,17.8397,7.636,1.3641,25.22,79.91,100.0,68.38
ARM,23.758,-0.3374,21.1938,-9.6969,16.5009,-12.7821,17.8768,6.5214,4.1553,25.18,30.77,75.25,43.73
KBH,11.6082,-6.0633,5.5575,-5.229,4.0001,-6.1502,1.763,-2.6158,1.0019,25.05,-47.07,15.19,-2.28
XYZ,47.8366,-26.9536,30.3958,-35.5914,14.0343,-16.9612,-4.1259,0.4549,3.4958,24.91,1.5,-8.62,5.93
CHRW,6.5921,-4.0832,6.9996,-3.7665,3.8432,-3.9988,3.0134,0.1471,0.9565,24.89,2.1,45.71,24.23
XRT,13.4018,-1.8059,9.0026,-5.6402,5.2321,-3.7997,2.7199,1.7666,1.2755,24.38,19.62,20.3,21.43
GM,6.6737,-2.6843,5.9984,-4.6663,3.3614,-3.8852,2.9429,1.1178,0.8191,24.37,18.63,44.1,29.03
ADI,18.9299,-2.4325,12.4267,-8.6552,9.2519,-11.3658,12.0411,7.7653,2.1482,23.22,62.49,63.61,49.77
USB,3.4566,-3.0441,3.9823,-4.5506,2.1373,-4.3743,1.6269,0.6482,0.4938,23.1,16.28,47.07,28.82
